ISBN	ARK_TITLE	ARK_PRICE	ARK_URL	NORLI_TITLE	NORLI_PRICE	NORLI_URL	ADLIBRIS_TITLE	ADLIBRIS_PRICE	ADLIBRIS_URL	TIMESTAMP
9788248926474	Nedtegnelser fra et fancy Paris-eventyr - NOT!	272	https://www.ark.no/produkt/boker/barneboker/nedtegnelser-fra-et-fancy-paris-eventyr-not-9788248926474	Nedtegnelser fra et fancy Paris-eventyr - NOT!	272	https://www.norli.no/boker/barneboker/bokserier-for-barn/a-g/dustedagboka/beretningen-om-et-fancy-paris-eventyr-not	Nedtegnelser fra et fancy Paris-eventyr - NOT!	273	https://www.adlibris.com/no/bok/nedtegnelser-fra-et-fancy-paris-eventyr---not-9788248926474	2024-11-13 00:26:02
9788203265358	Supervulkaner og digre dinosaurer - den kjempestore boka om Norges kjempelange historie	249	https://www.ark.no/produkt/boker/barneboker/supervulkaner-og-digre-dinosaurer-9788203265358	Supervulkaner og digre dinosaurer - den kjempestore boka om Norges kjempelange historie	249	https://www.norli.no/boker/barneboker/fra-6-ar/supervulkaner-og-digre-dinosaurer	Supervulkaner og digre dinosaurer	364	https://www.adlibris.com/no/bok/supervulkaner-og-digre-dinosaurer-9788203265358	2024-11-13 00:28:23
9788242976468	Nerissas hevn - Del 1	136	https://www.ark.no/produkt/boker/barneboker/nerissas-hevn-9788242976468	Nerissas hevn - Del 1	136	https://www.norli.no/boker/barneboker/fra-8-ar/w-i-t-c-h	Nerissas hevn	136	https://www.adlibris.com/no/bok/nerissas-hevn-9788242976468	2024-11-13 00:12:56
9788283731835	Gutta i trehuset med 169 etasjer begynner ikke på skolen - for det har de ikke lyst til	169	https://www.ark.no/produkt/boker/barneboker/gutta-i-trehuset-med-169-etasjer-begynner-ikke-pa-skolen-9788283731835	Gutta i trehuset med 169 etasjer begynner ikke på - for det har de ikke lyst til	285	https://www.norli.no/boker/barneboker/fra-10-ar/gutta-i-trehuset-med-169-etasjer	Gutta i trehuset med 169 etasjer begynner ikke på skolen	285	https://www.adlibris.com/no/bok/gutta-i-trehuset-med-169-etasjer-begynner-ikke-pa-skolen-9788283731835	2024-11-13 00:22:00
9788283571295	Etter flommen	154	https://www.ark.no/produkt/boker/barneboker/etter-flommen-9788283571295	Etter flommen	154	https://www.norli.no/boker/barneboker/fra-10-ar/himmelklanen-og-den-fremmede-3-3	Etter flommen	154	https://www.adlibris.com/no/bok/etter-flommen-9788283571295	2024-11-13 00:14:20
9788202788292	Smil til døden	254	https://www.ark.no/produkt/boker/barneboker/smil-til-doden-9788202788292	Smil til døden	254	https://www.norli.no/boker/barneboker/fra-10-ar/smil-til-doden-1	Smil til døden	254	https://www.adlibris.com/no/bok/smil-til-doden-9788202788292	2024-11-13 00:20:08
9788205500518	Verdens verste rektor	163	https://www.ark.no/produkt/boker/barneboker/verdens-verste-rektor-9788205500518	Verdens verste rektor	163	https://www.norli.no/boker/barneboker/fra-8-ar/verdens-verste-rektor-2	Verdens verste rektor	168	https://www.adlibris.com/no/bok/verdens-verste-rektor-9788205500518	2024-11-13 00:33:38
9788202738297	Leona i vintertrøbbel	181	https://www.ark.no/produkt/boker/barneboker/leona-i-vintertrobbel-9788202738297	Leona i vintertrøbbel	181	https://www.norli.no/boker/barneboker/fra-6-ar/leona-i-vintertrobbel	Leona i vintertrøbbel	181	https://www.adlibris.com/no/bok/leona-i-vintertrobbel-9788202738297	2024-11-13 00:10:17
9788242965554	The vikings and the oracle	272	https://www.ark.no/produkt/boker/barneboker/the-vikings-and-the-oracle-9788242965554	The vikings and the oracle	272	https://www.norli.no/boker/barneboker/fra-8-ar/the-vikings-and-the-oracle	The vikings and the oracle	273	https://www.adlibris.com/no/bok/the-vikings-and-the-oracle-9788242965554	2024-11-13 00:10:37
9781789464801	Saka (Ultimate Football Heroes - The No.1 football series) - Collect them all!	129	https://www.ark.no/produkt/boker/barneboker/saka-ultimate-football-heroes-the-no1-football-series-9781789464801	Saka (Ultimate Football Heroes - The No.1 football series) - Collect them all!	129	https://www.norli.no/boker/barneboker/fra-8-ar/saka-ultimate-football-heroes-the-no-1-football-series	Saka (Ultimate Football Heroes - The No.1 football series)	141	https://www.adlibris.com/no/bok/saka-ultimate-football-heroes---the-no1-football-series-9781789464801	2024-11-13 00:37:11
9788202701734	Lørdag med pappa	172	https://www.ark.no/produkt/boker/barneboker/lordag-med-pappa-9788202701734	Lørdag med pappa	172	https://www.norli.no/boker/barneboker/fra-4-ar/lordag-med-pappa	Lørdag med pappa	172	https://www.adlibris.com/no/bok/lordag-med-pappa-9788202701734	2024-11-13 00:24:40
9788202794293	Hjertet - kroppen min	172	https://www.ark.no/produkt/boker/barneboker/hjertet-9788202794293	Hjertet - kroppen min	172	https://www.norli.no/boker/barneboker/fra-4-ar/hjertet-3	Hjertet	172	https://www.adlibris.com/no/bok/hjertet-9788202794293	2024-11-13 00:13:49
9788203396168	Van Dijk ruler	181	https://www.ark.no/produkt/boker/barneboker/van-dijk-ruler-9788203396168	Van Dijk ruler	181	https://www.norli.no/boker/barneboker/fra-8-ar/van-dijk-1	Van Dijk ruler	181	https://www.adlibris.com/no/bok/van-dijk-ruler-9788203396168	2024-11-13 00:35:10
9788202786212	De dødes hus	254	https://www.ark.no/produkt/boker/barneboker/de-dodes-hus-9788202786212	De dødes hus	99	https://www.norli.no/boker/barneboker/fra-10-ar/de-dodes-hus-11	De dødes hus	254	https://www.adlibris.com/no/bok/de-dodes-hus-9788202786212	2024-11-13 00:12:16
9788205577411	Flukten til verdensrommet	209	https://www.ark.no/produkt/boker/barneboker/flukten-til-verdensrommet-9788205577411	Flukten til verdensrommet	129	https://www.norli.no/boker/barneboker/fra-8-ar/flukten-til-verdensrommet	Flukten til verdensrommet	209	https://www.adlibris.com/no/bok/flukten-til-verdensrommet-9788205577411	2024-11-13 00:30:56
9788242970954	Portaltreet - Første del	159	https://www.ark.no/produkt/boker/barneboker/portaltreet-9788242970954	Portaltreet - Første del	159	https://www.norli.no/boker/barneboker/fra-8-ar/portaltreet	Nordlys 5: Portaltreet: del 1	300	https://www.adlibris.com/no/bok/nordlys-5-portaltreet-del-1-9788242970954	2024-11-13 00:18:26
9788202767334	Molly er min	209	https://www.ark.no/produkt/boker/barneboker/molly-er-min-9788202767334	Molly er min	209	https://www.norli.no/boker/barneboker/fra-6-ar/molly-er-min	Molly er min	209	https://www.adlibris.com/no/bok/molly-er-min-9788202767334	2024-11-13 00:25:42
9788202784874	Vitseløve - 12 : Politi og tyv	181	https://www.ark.no/produkt/boker/barneboker/vitselove-9788202784874	Vitseløve - 12 : Politi og tyv	181	https://www.norli.no/boker/barneboker/fakta/quiz-og-hobby/vitselove-22	Vitseløve	181	https://www.adlibris.com/no/bok/vitselove-9788202784874	2024-11-13 00:15:53
9788242975218	Lær å tegne monstre & fantasiskapninger	227	https://www.ark.no/produkt/boker/barneboker/laer-a-tegne-monstre-fantasiskapninger-9788242975218	Lær å tegne monstre & fantasiskapninger	227	https://www.norli.no/boker/barneboker/fra-10-ar/laer-a-tegne-monstre-og-fantasifigurer	Lær å tegne monstre & fantasiskapninger	227	https://www.adlibris.com/no/bok/lar-a-tegne-monstre-fantasiskapninger-9788242975218	2024-11-13 00:25:01
9788283731125	Barske bøller - vanskelig å være snill	245	https://www.ark.no/produkt/boker/barneboker/barske-boller-9788283731125	Barske bøller - vanskelig å være snill	245	https://www.norli.no/boker/barneboker/fra-8-ar/barske-boller-gjor-massevis-av-gode-gjerninger	Barske bøller	253	https://www.adlibris.com/no/bok/barske-boller-9788283731125	2024-11-13 00:19:27
9788241951237	Skolestart i skogen	245	https://www.ark.no/produkt/boker/barneboker/skolestart-i-skogen-9788241951237	Skolestart i skogen	245	https://www.norli.no/boker/barneboker/fra-6-ar/skolestart-i-skogen	Skolestart i skogen	245	https://www.adlibris.com/no/bok/skolestart-i-skogen-9788241951237	2024-11-13 00:25:52
9788202789572	De usynlige	254	https://www.ark.no/produkt/boker/barneboker/de-usynlige-9788202789572	De usynlige	254	https://www.norli.no/boker/barneboker/fra-10-ar/de-usynlige-13	De usynlige	254	https://www.adlibris.com/no/bok/de-usynlige-9788202789572	2024-11-13 00:14:10
9788203395529	Neymar ruler	181	https://www.ark.no/produkt/boker/barneboker/neymar-ruler-9788203395529	Neymar ruler	181	https://www.norli.no/boker/barneboker/fra-8-ar/neymar-4	Neymar ruler	181	https://www.adlibris.com/no/bok/neymar-ruler-9788203395529	2024-11-13 00:12:35
9788242976178	Det store pannekakeløpet	72	https://www.ark.no/produkt/boker/barneboker/det-store-pannekakelopet-9788242976178	Det store pannekakeløpet	72	https://www.norli.no/boker/barneboker/fra-6-ar/pokemon-3	Pokémon; Det store pannekakeløpet	72	https://www.adlibris.com/no/bok/pokemon-det-store-pannekakelopet-9788242976178	2024-11-13 00:34:30
9788234717383	Soltårnet ; De glemte katakombene	227	https://www.ark.no/produkt/boker/barneboker/soltarnet-de-glemte-katakombene-9788234717383	Soltårnet ; De glemte katakombene	227	https://www.norli.no/boker/barneboker/fra-8-ar/soltarnet-og-de-glemte-katakombene	Soltårnet ; De glemte katakombene	227	https://www.adlibris.com/no/bok/soltarnet-de-glemte-katakombene-9788234717383	2024-11-13 00:16:34
9788202692476	Vitseløve - 9 : Skolevitser	209	https://www.ark.no/produkt/boker/barneboker/vitselove-9788202692476	Vitseløve - 9 : Skolevitser	209	https://www.norli.no/boker/barneboker/fakta/quiz-og-hobby/vitselove-6	Vitseløve	209	https://www.adlibris.com/no/bok/vitselove-9788202692476	2024-11-13 00:30:35
9788283731545	Dragens tårer	245	https://www.ark.no/produkt/boker/barneboker/dragens-tarer-9788283731545	Dragens tårer	245	https://www.norli.no/boker/barneboker/fra-6-ar/smafolkets-vokter-2	Dragens tårer	245	https://www.adlibris.com/no/bok/dragens-tarer-9788283731545	2024-11-13 00:09:06
9788202758271	Leona i monstertrøbbel	181	https://www.ark.no/produkt/boker/barneboker/leona-i-monstertrobbel-9788202758271	Leona i monstertrøbbel	181	https://www.norli.no/boker/barneboker/fra-6-ar/leona-i-monstertrobbel	Leona i monstertrøbbel	181	https://www.adlibris.com/no/bok/leona-i-monstertrobbel-9788202758271	2024-11-13 00:20:48
9788202788278	Monsterblod	254	https://www.ark.no/produkt/boker/barneboker/monsterblod-9788202788278	Monsterblod	149	https://www.norli.no/boker/barneboker/fra-10-ar/monsterblod-1	Monsterblod	254	https://www.adlibris.com/no/bok/monsterblod-9788202788278	2024-11-13 00:18:36
9788203451270	Grealish ruler	199	https://www.ark.no/produkt/boker/barneboker/grealish-ruler-9788203451270	Grealish ruler	199	https://www.norli.no/boker/barneboker/fra-8-ar/grealish-ruler	Grealish ruler	199	https://www.adlibris.com/no/bok/grealish-ruler-9788203451270	2024-11-13 00:04:54
9788203396236	Verdens verste dyr	272	https://www.ark.no/produkt/boker/barneboker/verdens-verste-dyr-9788203396236	Verdens verste dyr	272	https://www.norli.no/boker/barneboker/fra-6-ar/verdens-verste-kjaeledyr-1	Verdens verste dyr	273	https://www.adlibris.com/no/bok/verdens-verste-dyr-9788203396236	2024-11-13 00:13:28
9788205551060	Frostrøyk	272	https://www.ark.no/produkt/boker/barneboker/frostroyk-9788205551060	Frostrøyk	272	https://www.norli.no/boker/barneboker/fra-8-ar/frostroyk-3	Krypto del 4: Frostrøyk	273	https://www.adlibris.com/no/bok/krypto-del-4-frostroyk-9788205551060	2024-11-13 00:27:22
9788248922681	Nedtegnelser fra en ny BFF- NOT!	272	https://www.ark.no/produkt/boker/barneboker/nedtegnelser-fra-en-ny-bff-not-9788248922681	Nedtegnelser fra en ny BFF- NOT!	272	https://www.norli.no/boker/barneboker/fra-10-ar/nedtegnelser-fra-en-ny-bff-not-1	Nedtegnelser fra en ny BFF- NOT!	273	https://www.adlibris.com/no/bok/nedtegnelser-fra-en-ny-bff--not-9788248922681	2024-11-13 00:26:42
9788203267468	Verdens verste lærere	272	https://www.ark.no/produkt/boker/barneboker/verdens-verste-laerere-9788203267468	Verdens verste lærere	272	https://www.norli.no/boker/barneboker/fra-10-ar/verdens-verste-laerere	Verdens verste lærere	273	https://www.adlibris.com/no/bok/verdens-verste-larere-9788203267468	2024-11-13 00:24:10
9788242969675	Trollriket	159	https://www.ark.no/produkt/boker/barneboker/trollriket-9788242969675	Trollriket	159	https://www.norli.no/boker/barneboker/fra-8-ar/trollriket	Nordlys 4; Trollriket	300	https://www.adlibris.com/no/bok/nordlys-4-trollriket-9788242969675	2024-11-13 00:29:34
9788269295429	Luple and Woolie - the magic drum : a Scandinavian fairy tale	249	https://www.ark.no/produkt/boker/barneboker/luple-and-woolie-9788269295429	Luple and Woolie - the magic drum : a Scandinavian fairy tale	249	https://www.norli.no/boker/barneboker/fra-4-ar/luple-and-woolie	-	0	-	2024-11-13 00:35:00
9788202658564	Leona i premietrøbbel	181	https://www.ark.no/produkt/boker/barneboker/leona-i-premietrobbel-9788202658564	Leona i premietrøbbel	181	https://www.norli.no/boker/barneboker/fra-6-ar/leona-i-premietrobbel	Leona i premietrøbbel	181	https://www.adlibris.com/no/bok/leona-i-premietrobbel-9788202658564	2024-11-13 00:29:24
9788202800642	Den hemmelighetsfulle verden	179	https://www.ark.no/produkt/boker/barneboker/den-hemmelighetsfulle-verden-9788202800642	Den hemmelighetsfulle verden	272	https://www.norli.no/boker/barneboker/fra-6-ar/den-hemmelighetsfulle-verdenen	Musse & Helium; Den hemmelighetsfulle verden, bok 6	273	https://www.adlibris.com/no/bok/musse-helium-den-hemmelighetsfulle-verden-bok-6-9788202800642	2024-11-13 00:32:07
9788205555112	Ville kattedyr	181	https://www.ark.no/produkt/boker/barneboker/ville-kattedyr-9788205555112	Ville kattedyr	181	https://www.norli.no/boker/barneboker/fra-6-ar/ville-kattedyr	Ville kattedyr	181	https://www.adlibris.com/no/bok/ville-kattedyr-9788205555112	2024-11-13 00:16:54
9788202527938	Tigerdronning	181	https://www.ark.no/produkt/boker/barneboker/tigerdronning-9788202527938	Tigerdronning	181	https://www.norli.no/boker/barneboker/fra-6-ar/tigerdronning	Tigerdronning	181	https://www.adlibris.com/no/bok/tigerdronning-9788202527938	2024-11-13 00:15:01
9788205541498	Ekstreme edderkopper	181	https://www.ark.no/produkt/boker/barneboker/ekstreme-edderkopper-9788205541498	Ekstreme edderkopper	181	https://www.norli.no/boker/barneboker/fra-6-ar/ekstreme-edderkopper	Ekstreme edderkopper	181	https://www.adlibris.com/no/bok/ekstreme-edderkopper-9788205541498	2024-11-13 00:08:26
9788203365775	Verdens verste foreldre	272	https://www.ark.no/produkt/boker/barneboker/verdens-verste-foreldre-9788203365775	Verdens verste foreldre	272	https://www.norli.no/boker/barneboker/fra-10-ar/verdens-verste-foreldre	Verdens verste foreldre	273	https://www.adlibris.com/no/bok/verdens-verste-foreldre-9788203365775	2024-11-13 00:32:27
9781789464948	-	0	-	Bellingham (Ultimate Football Heroes - The No.1 football series) - Collect them all!	129	https://www.norli.no/boker/barneboker/fakta/bellingham-ultimate-football-heroes-the-no-1-football-series	Bellingham (Ultimate Football Heroes - The No.1 football series)	141	https://www.adlibris.com/no/bok/bellingham-ultimate-football-heroes---the-no1-football-series-9781789464948	2024-11-13 00:37:42
9788203396984	Mona og mistanken	254	https://www.ark.no/produkt/boker/barneboker/mona-og-mistanken-9788203396984	Mona og mistanken	99	https://www.norli.no/boker/barneboker/fra-6-ar/mona-og-mistanken	Mona og mistanken	254	https://www.adlibris.com/no/bok/mona-og-mistanken-9788203396984	2024-11-13 00:19:06
9788283570915	Med hjerte for klanen	154	https://www.ark.no/produkt/boker/barneboker/med-hjerte-for-klanen-9788283570915	Med hjerte for klanen	154	https://www.norli.no/boker/barneboker/fra-10-ar/med-hjerte-for-klanen	Med hjerte for klanen	154	https://www.adlibris.com/no/bok/med-hjerte-for-klanen-9788283570915	2024-11-13 00:35:41
9788242976475	Nerissas hevn - Del 2	136	https://www.ark.no/produkt/boker/barneboker/nerissas-hevn-9788242976475	Nerissas hevn - Del 2	136	https://www.norli.no/boker/barneboker/fra-8-ar/w-i-t-c-h-1	Nerissas hevn	136	https://www.adlibris.com/no/bok/nerissas-hevn-9788242976475	2024-11-13 00:26:32
9788203399817	Mané ruler	181	https://www.ark.no/produkt/boker/barneboker/mane-ruler-9788203399817	Mané ruler	181	https://www.norli.no/boker/barneboker/fra-8-ar/mane	Mané ruler	181	https://www.adlibris.com/no/bok/mane-ruler-9788203399817	2024-11-13 00:34:09
9788202722951	I duejegernes grep	272	https://www.ark.no/produkt/boker/barneboker/i-duejegernes-grep-9788202722951	I duejegernes grep	254	https://www.norli.no/boker/barneboker/fra-6-ar/i-duejegernes-grep	Musse & Helium; I duejegernes grep, bok 4	273	https://www.adlibris.com/no/bok/musse-helium-i-duejegernes-grep-bok-4-9788202722951	2024-11-13 00:23:10
9788284310183	Hevneren fra Helheim	272	https://www.ark.no/produkt/boker/barneboker/hevneren-fra-helheim-9788284310183	Hevneren fra Helheim	272	https://www.norli.no/boker/barneboker/fra-10-ar/hevneren-fra-helheim	Trollheim; Hevneren fra Helheim, bok 2	273	https://www.adlibris.com/no/bok/trollheim-hevneren-fra-helheim-bok-2-9788284310183	2024-11-13 00:28:13
9788203365874	Den falske enhjørningen	227	https://www.ark.no/produkt/boker/barneboker/den-falske-enhjorningen-9788203365874	Den falske enhjørningen	227	https://www.norli.no/boker/barneboker/fra-6-ar/den-falske-enhjorningen	Dyrehagetektivene 7: Den falske enhjørningen	227	https://www.adlibris.com/no/bok/dyrehagetektivene-7-den-falske-enhjorningen-9788203365874	2024-11-13 00:08:15
9788242975584	Yggdrasil	169	https://www.ark.no/produkt/boker/barneboker/yggdrasil-9788242975584	Yggdrasil	169	https://www.norli.no/boker/barneboker/fra-10-ar/yggdrasil	Yggdrasil; Ragnarok (del 4)	300	https://www.adlibris.com/no/bok/yggdrasil-ragnarok-del-4-9788242975584	2024-11-13 00:20:38
9788205539518	Sarahs drøm	227	https://www.ark.no/produkt/boker/barneboker/sarahs-drom-9788205539518	Sarahs drøm	227	https://www.norli.no/boker/barneboker/fra-10-ar/sostrene-gyldenblom	Søstrene Gyldenblom; Sarahs drøm	227	https://www.adlibris.com/no/bok/sostrene-gyldenblom-sarahs-drom-9788205539518	2024-11-13 00:21:19
9788242959911	Vikingene og orakelet	159	https://www.ark.no/produkt/boker/barneboker/vikingene-og-orakelet-9788242959911	Vikingene og orakelet	159	https://www.norli.no/boker/barneboker/fra-8-ar/vikingene-og-orakelet	Nordlys 2; Vikingene og orakelet	300	https://www.adlibris.com/no/bok/nordlys-2-vikingene-og-orakelet-9788242959911	2024-11-13 00:21:50
9788242970916	Tordenguden	300	https://www.ark.no/produkt/boker/barneboker/tordenguden-9788242970916	Tordenguden	300	https://www.norli.no/boker/barneboker/fra-10-ar/tordenguden	Ragnarok - Tordenguden (del 3)	300	https://www.adlibris.com/no/bok/ragnarok---tordenguden-del-3-9788242970916	2024-11-13 00:25:32
9788205588844	Den rampete kattungen	181	https://www.ark.no/produkt/boker/barneboker/den-rampete-kattungen-9788205588844	Den rampete kattungen	181	https://www.norli.no/boker/barneboker/fra-6-ar/den-rampete-kattungen	Den rampete kattungen	181	https://www.adlibris.com/no/bok/den-rampete-kattungen-9788205588844	2024-11-13 00:17:04
9788205532212	Flukten til bakgatene	209	https://www.ark.no/produkt/boker/barneboker/flukten-til-bakgatene-9788205532212	Flukten til bakgatene	129	https://www.norli.no/boker/barneboker/fra-8-ar/flukten-til-bakgatene	Flukten til bakgatene	209	https://www.adlibris.com/no/bok/flukten-til-bakgatene-9788205532212	2024-11-13 00:17:14
9788205588783	Valp på ville veier	181	https://www.ark.no/produkt/boker/barneboker/valp-pa-ville-veier-9788205588783	Valp på ville veier	181	https://www.norli.no/boker/barneboker/fra-6-ar/valp-pa-ville-veier	Valp på ville veier	181	https://www.adlibris.com/no/bok/valp-pa-ville-veier-9788205588783	2024-11-13 00:21:39
9788202794552	Verdens rareste	181	https://www.ark.no/produkt/boker/barneboker/verdens-rareste-9788202794552	Verdens rareste	181	https://www.norli.no/boker/barneboker/fra-6-ar/verdens-rareste	Verdens rareste	181	https://www.adlibris.com/no/bok/verdens-rareste-9788202794552	2024-11-13 00:31:46
9781789465716	England's Heroes - (Ultimate Football Heroes - the No. 1 football series): Collect them all!	139	https://www.ark.no/produkt/boker/barneboker/englands-heroes-9781789465716	England's Heroes - (Ultimate Football Heroes - the No. 1 football series): Collect them all!	149	https://www.norli.no/boker/barneboker/fra-8-ar/england-s-heroes-1	England's Heroes	158	https://www.adlibris.com/no/bok/englands-heroes-9781789465716	2024-11-13 00:38:12
9781789461206	Van Dijk (Ultimate Football Heroes) - Collect Them All! - Collect them all!	129	https://www.ark.no/produkt/boker/barneboker/van-dijk-ultimate-football-heroes-collect-them-all-9781789461206	Van Dijk (Ultimate Football Heroes) - Collect Them All! - Collect them all!	129	https://www.norli.no/boker/barneboker/fakta/van-dijk-ultimate-football-heroes-collect-them-all	Van Dijk (Ultimate Football Heroes) - Collect Them All!	141	https://www.adlibris.com/no/bok/van-dijk-ultimate-football-heroes---collect-them-all-9781789461206	2024-11-13 00:37:21
9780702329340	Diary of a Roblox Pro #3: Obby Challenge	119	https://www.ark.no/produkt/boker/barneboker/diary-of-a-roblox-pro-3-obby-challenge-9780702329340	Diary of a Roblox Pro #3: Obby Challenge	129	https://www.norli.no/boker/barneboker/fakta/diary-of-a-roblox-pro-3-obby-challenge	Diary of a Roblox Pro #3: Obby Challenge	105	https://www.adlibris.com/no/bok/diary-of-a-roblox-pro-3-obby-challenge-9780702329340	2024-11-13 00:39:33
9781338315172	Ash's Quest: The Essential Handbook (Pokemon)	179	https://www.ark.no/produkt/boker/barneboker/ashs-quest-the-essential-handbook-pokemon-9781338315172	Ash's Quest: The Essential Handbook (Pokemon)	199	https://www.norli.no/tegning-og-maling/tegneboker-og-blokker/aktivitetsboker/ash-s-quest-the-essential-handbook-pokemon	Ash's Quest: The Essential Handbook (Pokemon)	176	https://www.adlibris.com/no/bok/ashs-quest-the-essential-handbook-pokemon-9781338315172	2024-11-13 00:38:22
9788205544208	Flukten til høyfjellet	209	https://www.ark.no/produkt/boker/barneboker/flukten-til-hoyfjellet-9788205544208	Flukten til høyfjellet	209	https://www.norli.no/boker/barneboker/fra-8-ar/flukten-til-hoyfjellet	Flukten til høyfjellet	209	https://www.adlibris.com/no/bok/flukten-til-hoyfjellet-9788205544208	2024-11-13 00:33:07
9788242970923	The realm of trolls	272	https://www.ark.no/produkt/boker/barneboker/the-realm-of-trolls-9788242970923	The realm of trolls	272	https://www.norli.no/boker/barneboker/fra-8-ar/the-realm-of-the-trolls	The realm of trolls	273	https://www.adlibris.com/no/bok/the-realm-of-trolls-9788242970923	2024-11-13 00:11:26
9788203399657	Valpeveddeløpet	149	https://www.ark.no/produkt/boker/barneboker/valpeveddelopet-9788203399657	Valpeveddeløpet	272	https://www.norli.no/boker/barneboker/fra-6-ar/valpeveddelopet	Valpeveddeløpet	273	https://www.adlibris.com/no/bok/valpeveddelopet-9788203399657	2024-11-13 00:17:45
9788203366079	Haien kommer!	227	https://www.ark.no/produkt/boker/barneboker/haien-kommer-9788203366079	Haien kommer!	227	https://www.norli.no/boker/barneboker/fra-6-ar/haien-kommer	Dyrehagedetektivene; Haien kommer!	227	https://www.adlibris.com/no/bok/dyrehagedetektivene-haien-kommer-9788203366079	2024-11-13 00:13:06
9788202784713	Pappa støvsuger byen	172	https://www.ark.no/produkt/boker/barneboker/pappa-stovsuger-byen-9788202784713	Pappa støvsuger byen	172	https://www.norli.no/boker/barneboker/fra-4-ar/pappa-stovsuger-byen	Pappa støvsuger byen	172	https://www.adlibris.com/no/bok/pappa-stovsuger-byen-9788202784713	2024-11-13 00:25:22
9788283731538	En hemmelig verden	245	https://www.ark.no/produkt/boker/barneboker/en-hemmelig-verden-9788283731538	En hemmelig verden	245	https://www.norli.no/boker/barneboker/fra-6-ar/en-hemmelig-verden	En hemmelig verden	245	https://www.adlibris.com/no/bok/en-hemmelig-verden-9788283731538	2024-11-13 00:25:12
9788293346937	Barske bøller møter en supersøt (og ekstremt farlig) pelsball	227	https://www.ark.no/produkt/boker/barneboker/barske-boller-moter-en-supersot-og-ekstremt-farlig-pelsball-9788293346937	Barske bøller møter en supersøt (og ekstremt farlig) pelsball	227	https://www.norli.no/boker/barneboker/fra-8-ar/barske-boller-moter-en-supersot-og-ekstremt-farlig-pelsball	Barske bøller møter en supersøt (og ekstremt farlig) pelsball	227	https://www.adlibris.com/no/bok/barske-boller-moter-en-supersot-og-ekstremt-farlig-pelsball-9788293346937	2024-11-13 00:23:30
9781789464757	Haaland (Ultimate Football Heroes - The No.1 football series) - Collect them all!	129	https://www.ark.no/produkt/boker/barneboker/haaland-ultimate-football-heroes-the-no1-football-series-9781789464757	Haaland (Ultimate Football Heroes - The No.1 football series) - Collect them all!	129	https://www.norli.no/boker/barneboker/fakta/haaland-ultimate-football-heroes-the-no-1-football-series	Haaland (Ultimate Football Heroes - The No.1 football series)	141	https://www.adlibris.com/no/bok/haaland-ultimate-football-heroes---the-no1-football-series-9781789464757	2024-11-13 00:37:31
9788202695002	Leona i bursdagstrøbbel	181	https://www.ark.no/produkt/boker/barneboker/leona-i-bursdagstrobbel-9788202695002	Leona i bursdagstrøbbel	181	https://www.norli.no/boker/barneboker/fra-6-ar/leona-i-bursdagstrobbel	Leona i bursdagstrøbbel	181	https://www.adlibris.com/no/bok/leona-i-bursdagstrobbel-9788202695002	2024-11-13 00:27:33
9788202733551	Legenden våkner	272	https://www.ark.no/produkt/boker/skjonnlitteratur/legenden-vakner-9788202733551	Legenden våkner	149	https://www.norli.no/boker/barneboker/fra-10-ar/legenden-vakner	Star Stable, Skjebnerytterne 2; Legenden våkner	273	https://www.adlibris.com/no/bok/star-stable-skjebnerytterne-2-legenden-vakner-9788202733551	2024-11-13 00:24:30
9788248912620	Nedtegnelser fra en talentfull popstjerne - NOT!	272	https://www.ark.no/produkt/boker/barneboker/nedtegnelser-fra-en-talentfull-popstjerne-not-9788248912620	Nedtegnelser fra en talentfull popstjerne - NOT!	272	https://www.norli.no/boker/barneboker/fra-10-ar/nedtegnelser-fra-en-talentfull-popstjerne-not-1	Nedtegnelser fra en talentfull popstjerne - NOT!	273	https://www.adlibris.com/no/bok/nedtegnelser-fra-en-talentfull-popstjerne---not-9788248912620	2024-11-13 00:29:14
9788203399800	Lewandowski ruler	181	https://www.ark.no/produkt/boker/barneboker/lewandowski-ruler-9788203399800	Lewandowski ruler	181	https://www.norli.no/boker/barneboker/fra-8-ar/lewandowski-1	Lewandowski ruler	181	https://www.adlibris.com/no/bok/lewandowski-ruler-9788203399800	2024-11-13 00:17:24
9788283571288	Et nytt medlem	154	https://www.ark.no/produkt/boker/barneboker/et-nytt-medlem-9788283571288	Et nytt medlem	154	https://www.norli.no/boker/barneboker/fra-10-ar/himmelklanen-og-den-fremmede-3-2	Et nytt medlem	154	https://www.adlibris.com/no/bok/et-nytt-medlem-9788283571288	2024-11-13 00:16:03
9788203394850	Mona og dansedrømmen	136	https://www.ark.no/produkt/boker/barneboker/mona-og-dansedrommen-9788203394850	Mona og dansedrømmen	136	https://www.norli.no/boker/barneboker/fra-6-ar/mona-og-shake-it-dansecrew	Mona og dansedrømmen	136	https://www.adlibris.com/no/bok/mona-og-dansedrommen-9788203394850	2024-11-13 00:28:33
